latitude,longitude,avg_rent,median_rent,min_rent,max_rent,avg_rent_per_marla,median_rent_per_marla,property_count,avg_area_marla,city,province,location_name,dominant_property_type,avg_bedrooms,avg_baths,data_source
24.78220401,67.07617072,300000.0,300000.0,300000,300000,15000.0,15000.0,1,20.0,Karachi,Sindh,DHA Defence,House,5.0,5.0,rental
24.782215,67.074537,171206.8,140000.0,24000,335000,11560.26,7708.33,353,18.42,Karachi,Sindh,DHA Defence,House,3.37,3.19,rental
24.782215,67.07454,155000.0,150000.0,135000,180000,8018.21,7250.0,5,20.14,Karachi,Sindh,DHA Defence,Upper Portion,3.0,2.8,rental
24.78221512,67.07453918,202000.0,180000.0,125000,300000,11359.11,11920.53,5,18.22,Karachi,Sindh,DHA Defence,Flat,3.6,3.0,rental
24.784203,67.084877,60000.0,60000.0,60000,60000,10588.16,9677.42,3,5.9,Karachi,Sindh,DHA Defence,Flat,2.0,2.33,rental
24.78535139,67.05615878,120000.0,120000.0,120000,120000,5000.0,5000.0,1,24.0,Karachi,Sindh,DHA Defence,Lower Portion,2.0,2.0,rental
24.785955,67.067499,172391.3,140000.0,60000,325000,8668.0,6750.0,23,20.97,Karachi,Sindh,DHA Defence,Upper Portion,3.52,4.09,rental
24.786058,67.051275,145000.0,145000.0,140000,150000,12500.0,12500.0,2,11.6,Karachi,Sindh,DHA Defence,House,3.5,4.0,rental
24.786082,67.129961,19333.33,19000.0,15000,24000,5192.07,4838.71,3,3.77,Karachi,Sindh,Korangi,Upper Portion,2.33,2.0,rental
24.78668397,67.05172179,80000.0,80000.0,80000,80000,4000.0,4000.0,1,20.0,Karachi,Sindh,DHA Defence,Lower Portion,2.0,2.0,rental
24.786735,67.083292,110625.0,117500.0,50000,165000,13531.25,7625.0,8,14.1,Karachi,Sindh,DHA Defence,House,2.75,3.38,rental
24.78673553,67.0832901,280000.0,280000.0,280000,280000,14000.0,14000.0,1,20.0,Karachi,Sindh,DHA Defence,House,4.0,5.0,rental
24.78797996,67.06099905,165000.0,165000.0,165000,165000,6346.15,6346.15,1,26.0,Karachi,Sindh,DHA Defence,House,3.0,3.0,rental
24.789435,67.521236,20000.0,20000.0,20000,20000,69.44,69.44,1,288.0,Karachi,Sindh,Dhabeji,Farm House,4.0,8.0,rental
24.78945983,67.05503004,50000.0,50000.0,50000,50000,2083.33,2083.33,1,24.0,Karachi,Sindh,DHA Defence,House,5.0,6.0,rental
24.7896476,67.05912519,165000.0,165000.0,165000,165000,6346.15,6346.15,1,26.0,Karachi,Sindh,DHA Defence,Lower Portion,3.0,3.0,rental
24.79004603,67.07133966,315000.0,315000.0,315000,315000,15750.0,15750.0,1,20.0,Karachi,Sindh,DHA Defence,House,6.0,8.0,rental
24.790681,67.079915,205000.0,205000.0,160000,250000,10250.0,10250.0,2,20.0,Karachi,Sindh,DHA Defence,House,4.0,4.5,rental
24.79183769,67.0446701,170000.0,170000.0,170000,170000,14655.17,14655.17,1,11.6,Karachi,Sindh,Sea View Apartments,Flat,3.0,3.0,rental
24.791838,67.044668,128225.81,120000.0,40000,240000,11656.77,11764.71,31,11.18,Karachi,Sindh,Sea View Apartments,Flat,2.97,3.29,rental
24.791838,67.04467,107500.0,107500.0,95000,120000,10656.86,10656.86,2,10.1,Karachi,Sindh,Sea View Apartments,Flat,3.0,3.5,rental
24.791955,67.065082,62011.11,55000.0,26000,300000,10923.65,10714.29,135,5.96,Karachi,Sindh,DHA Defence,Flat,2.4,2.61,rental
24.791956,67.06508,57666.67,48000.0,45000,80000,10541.13,10714.29,3,5.53,Karachi,Sindh,DHA Defence,Flat,1.67,1.67,rental
24.79337369,67.0478332,40000.0,40000.0,40000,40000,9523.81,9523.81,1,4.2,Karachi,Sindh,DHA Defence,Flat,0.0,0.0,rental
24.794214,67.06461,137000.0,100000.0,40000,275000,10764.74,10204.08,5,11.96,Karachi,Sindh,DHA Defence,Flat,3.4,3.6,rental
24.79421425,67.06461334,163333.33,160000.0,30000,300000,11596.74,13636.36,3,16.07,Karachi,Sindh,DHA Defence,Flat,3.0,4.67,rental
24.794215,67.06461,147201.49,130000.0,15000,335000,11393.76,10732.14,134,15.0,Karachi,Sindh,DHA Defence,House,3.43,3.83,rental
24.79705876,67.05920535,300000.0,300000.0,300000,300000,15000.0,15000.0,1,20.0,Karachi,Sindh,DHA Defence,House,5.0,6.0,rental
24.797098,67.050927,54375.0,40000.0,28000,260000,9903.25,9523.81,32,5.2,Karachi,Sindh,DHA Defence,Flat,2.38,2.44,rental
24.79757496,67.06287894,300000.0,300000.0,300000,300000,15000.0,15000.0,1,20.0,Karachi,Sindh,DHA Defence,House,6.0,7.0,rental
24.798481,67.045715,36000.0,40000.0,25000,43000,8362.84,8620.69,3,4.33,Karachi,Sindh,DHA Defence,Flat,2.0,2.33,rental
24.798481,67.045716,43839.08,35000.0,10000,275000,9209.19,8750.0,87,4.94,Karachi,Sindh,DHA Defence,Flat,2.15,2.17,rental
24.79935636,67.0445594,25000.0,25000.0,25000,25000,11363.64,11363.64,1,2.2,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.8002243,67.07404327,85000.0,85000.0,85000,85000,10365.85,10365.85,1,8.2,Karachi,Sindh,DHA Defence,Flat,4.0,4.0,rental
24.80033145,67.06924796,75000.0,75000.0,75000,75000,12931.03,12931.03,1,5.8,Karachi,Sindh,DHA Defence,Flat,3.0,3.0,rental
24.800643,67.064703,56830.68,55000.0,23000,95000,10202.93,10000.0,59,5.64,Karachi,Sindh,DHA Defence,Flat,2.59,2.59,rental
24.800732,67.037865,43000.0,43000.0,43000,43000,6935.48,6935.48,1,6.2,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.801071,67.03673,30000.0,30000.0,30000,30000,7500.0,7500.0,1,4.0,Karachi,Sindh,DHA Defence,Flat,2.0,3.0,rental
24.801072,67.036729,54777.78,42000.0,15000,130000,10457.74,9545.45,9,6.12,Karachi,Sindh,DHA Defence,Flat,1.78,2.11,rental
24.80122,67.03743,28000.0,28000.0,28000,28000,12727.27,12727.27,1,2.2,Karachi,Sindh,DHA Defence,Flat,2.0,0.0,rental
24.80209405,67.04722663,250000.0,250000.0,250000,250000,12500.0,12500.0,1,20.0,Karachi,Sindh,DHA Defence,House,6.0,7.0,rental
24.80253412,67.07472319,85000.0,85000.0,85000,85000,13281.25,13281.25,1,6.4,Karachi,Sindh,DHA Defence,Flat,3.0,3.0,rental
24.80302922,67.06287503,250000.0,250000.0,250000,250000,12500.0,12500.0,1,20.0,Karachi,Sindh,DHA Defence,House,6.0,7.0,rental
24.803643,67.074094,69046.51,60000.0,33000,145000,10644.39,10943.4,43,6.74,Karachi,Sindh,DHA Defence,Flat,2.74,2.86,rental
24.805044,67.06432,166761.9,130000.0,25000,340000,9947.97,10000.0,21,17.56,Karachi,Sindh,DHA Defence,House,3.81,3.76,rental
24.80504417,67.06432343,95000.0,46000.0,30000,315000,13743.94,13636.36,5,6.52,Karachi,Sindh,DHA Defence,Flat,2.6,2.8,rental
24.805045,67.064323,132492.65,115000.0,16000,340000,10744.02,10714.29,1020,13.69,Karachi,Sindh,DHA Defence,Flat,3.23,2.96,rental
24.80507422,67.06483798,140000.0,140000.0,140000,140000,7000.0,7000.0,1,20.0,Karachi,Sindh,DHA Defence,Upper Portion,3.0,4.0,rental
24.80595947,67.07601277,170000.0,170000.0,170000,170000,17000.0,17000.0,1,10.0,Karachi,Sindh,DHA Defence,House,4.0,5.0,rental
24.806292,67.030456,98207.55,65000.0,35000,330000,12092.77,10000.0,53,7.88,Karachi,Sindh,Clifton,Flat,2.74,2.83,rental
24.806292,67.03046,58333.33,55000.0,45000,75000,11307.1,11194.03,3,5.17,Karachi,Sindh,Clifton,Flat,2.0,2.0,rental
24.80824,67.06822,38000.0,38000.0,30000,46000,8798.7,8798.7,2,4.3,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.80824,67.068222,62728.81,52000.0,15000,225000,11412.82,10204.08,59,5.91,Karachi,Sindh,DHA Defence,Flat,2.37,2.25,rental
24.808629,67.038095,52941.18,40000.0,25000,125000,8881.72,8750.0,17,8.05,Karachi,Sindh,DHA Defence,Flat,2.18,1.88,rental
24.80881466,67.0736268,300000.0,300000.0,300000,300000,15000.0,15000.0,1,20.0,Karachi,Sindh,DHA Defence,House,5.0,6.0,rental
24.81026459,67.04354858,237500.0,232500.0,225000,260000,8915.18,9017.86,4,28.5,Karachi,Sindh,DHA Defence,House,4.75,5.25,rental
24.810265,67.04355,111538.46,55000.0,25000,340000,9808.08,9500.0,13,12.2,Karachi,Sindh,DHA Defence,Flat,2.69,2.15,rental
24.810265,67.043552,149233.62,130000.0,15000,340000,10042.89,9433.96,473,16.0,Karachi,Sindh,DHA Defence,House,3.27,2.94,rental
24.81089835,67.01470212,90000.0,90000.0,90000,90000,8411.21,8411.21,1,10.7,Karachi,Sindh,Clifton,Flat,4.0,4.0,rental
24.810926,67.02402,60000.0,60000.0,60000,60000,11043.53,11043.53,2,5.75,Karachi,Sindh,Clifton,Flat,2.5,2.5,rental
24.810927,67.024019,75092.11,72500.0,45000,150000,10825.18,10188.68,38,7.11,Karachi,Sindh,Clifton,Flat,2.76,2.21,rental
24.811562,67.043072,105733.33,80000.0,21000,340000,9351.43,8776.41,30,11.18,Karachi,Sindh,DHA Defence,Flat,3.13,2.8,rental
24.81168172,67.07136295,210000.0,210000.0,210000,210000,10500.0,10500.0,1,20.0,Karachi,Sindh,DHA Defence,House,6.0,7.0,rental
24.81178733,67.01344371,60000.0,60000.0,60000,60000,7500.0,7500.0,1,8.0,Karachi,Sindh,Clifton,Flat,3.0,3.0,rental
24.81196,67.079653,95000.0,95000.0,60000,130000,10750.0,10750.0,2,12.0,Karachi,Sindh,DHA Defence,Lower Portion,1.5,1.5,rental
24.81255771,67.06588514,200000.0,200000.0,200000,200000,16666.67,16666.67,1,12.0,Karachi,Sindh,DHA Defence,House,4.0,4.0,rental
24.813129,67.076319,109928.57,68000.0,10000,250000,8695.65,8552.63,14,14.74,Karachi,Sindh,Khayaban-e-Ittehad Road,Flat,2.93,3.29,rental
24.81313,67.07632,67000.0,67000.0,67000,67000,8815.79,8815.79,1,7.6,Karachi,Sindh,Khayaban-e-Ittehad Road,Flat,3.0,4.0,rental
24.81328505,67.0101884,80000.0,80000.0,80000,80000,8163.27,8163.27,1,9.8,Karachi,Sindh,Clifton,Flat,3.0,4.0,rental
24.81332322,67.0093538,115000.0,115000.0,115000,115000,8214.29,8214.29,1,14.0,Karachi,Sindh,Clifton,Flat,4.0,4.0,rental
24.813479,67.049943,41250.0,40000.0,30000,55000,9469.34,9563.68,4,4.32,Karachi,Sindh,DHA Defence,Flat,2.25,1.25,rental
24.813927,67.00646774,45000.0,45000.0,45000,45000,10227.27,10227.27,1,4.4,Karachi,Sindh,Clifton,Flat,2.0,2.0,rental
24.813927,67.01261,92726.03,85000.0,18000,325000,10074.24,8732.39,219,9.72,Karachi,Sindh,Clifton,Flat,2.83,2.56,rental
24.81403398,67.04884171,325000.0,325000.0,325000,325000,16250.0,16250.0,1,20.0,Karachi,Sindh,DHA Defence,House,5.0,6.0,rental
24.81406808,66.99580417,50000.0,50000.0,50000,50000,5681.82,5681.82,1,8.8,Karachi,Sindh,Clifton,Flat,3.0,3.0,rental
24.8142,67.040935,235000.0,220000.0,195000,290000,9333.33,9750.0,3,26.67,Karachi,Sindh,Zamzama,House,3.67,4.0,rental
24.81455,67.070672,49397.06,45000.0,15000,105000,9869.63,9115.65,68,5.3,Karachi,Sindh,DHA Defence,Flat,2.41,2.44,rental
24.81483941,67.08060795,110000.0,110000.0,110000,110000,50000.0,50000.0,1,2.2,Karachi,Sindh,DHA Defence,Upper Portion,3.0,4.0,rental
24.81522692,67.00153291,200000.0,200000.0,200000,200000,18518.52,18518.52,1,10.8,Karachi,Sindh,Clifton,House,4.0,5.0,rental
24.81545577,67.01009821,150000.0,150000.0,150000,150000,12500.0,12500.0,1,12.0,Karachi,Sindh,Clifton,Lower Portion,3.0,0.0,rental
24.81548025,67.00953619,90000.0,90000.0,90000,90000,11250.0,11250.0,1,8.0,Karachi,Sindh,Clifton,Lower Portion,3.0,3.0,rental
24.8157091,67.01724217,150000.0,150000.0,150000,150000,15000.0,15000.0,1,10.0,Karachi,Sindh,Clifton,House,4.0,4.0,rental
24.81673784,67.07714979,200000.0,200000.0,200000,200000,16666.67,16666.67,1,12.0,Karachi,Sindh,DHA Defence,House,5.0,6.0,rental
24.817121,66.998363,78510.2,55000.0,20000,250000,9845.7,7580.65,49,7.43,Karachi,Sindh,Clifton,Flat,2.86,2.61,rental
24.817122,66.99836,65000.0,65000.0,65000,65000,7303.37,7303.37,1,8.9,Karachi,Sindh,Clifton,Flat,3.0,4.0,rental
24.817218,67.079997,95000.0,95000.0,95000,95000,7916.67,7916.67,1,12.0,Karachi,Sindh,DHA Defence,Lower Portion,3.0,3.0,rental
24.81733847,67.05815434,200000.0,200000.0,200000,200000,10000.0,10000.0,1,20.0,Karachi,Sindh,DHA Defence,House,4.0,4.0,rental
24.817549,67.040842,48333.33,47500.0,30000,70000,10769.88,9952.35,6,4.43,Karachi,Sindh,DHA Defence,Flat,2.33,2.33,rental
24.817744,67.105043,24000.0,25000.0,15000,30000,5937.5,5208.33,5,4.16,Karachi,Sindh,Korangi,House,2.0,2.0,rental
24.817883,67.03291,150000.0,150000.0,150000,150000,10204.08,10204.08,1,14.7,Karachi,Sindh,Old Clifton,Flat,4.0,4.0,rental
24.817883,67.032915,225000.0,225000.0,225000,225000,25280.9,25280.9,1,8.9,Karachi,Sindh,Old Clifton,Flat,3.0,3.0,rental
24.818796,67.102382,12000.0,12000.0,12000,12000,6000.0,6000.0,1,2.0,Karachi,Sindh,Korangi,Upper Portion,2.0,1.0,rental
24.819653,67.077749,98213.84,100000.0,19000,300000,17056.71,13333.33,159,8.86,Karachi,Sindh,DHA Defence,House,3.1,3.03,rental
24.819653,67.07775,45000.0,45000.0,45000,45000,10738.64,10738.64,2,4.2,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.82025842,67.01280523,70000.0,70000.0,70000,70000,7865.17,7865.17,1,8.9,Karachi,Sindh,Clifton,Flat,3.0,0.0,rental
24.820393,67.0468,22625.0,20000.0,17000,35000,6597.58,6373.95,8,3.4,Karachi,Sindh,Gizri,Flat,1.88,1.88,rental
24.820432,67.029383,116925.53,100000.0,20000,325000,14743.15,11224.49,94,9.11,Karachi,Sindh,Clifton,Flat,2.9,2.72,rental
24.82043266,67.0293808,175000.0,175000.0,175000,175000,17500.0,17500.0,1,10.0,Karachi,Sindh,Clifton,House,4.0,5.0,rental
24.821094,67.043195,78001.67,31500.0,20010,180000,6265.67,5755.36,6,15.87,Karachi,Sindh,Gizri,Flat,3.33,2.67,rental
24.821095,67.0432,20000.0,20000.0,20000,20000,4545.45,4545.45,1,4.4,Karachi,Sindh,Gizri,Flat,3.0,2.0,rental
24.821172,67.039404,55500.0,55500.0,16000,95000,7733.79,7733.79,2,6.4,Karachi,Sindh,Cantt,Flat,2.5,2.5,rental
24.82134723,67.13040099,90000.0,90000.0,90000,90000,9000.0,9000.0,1,10.0,Karachi,Sindh,Korangi,Lower Portion,0.0,0.0,rental
24.821638,67.07169,192500.0,192500.0,135000,250000,9625.0,9625.0,2,20.0,Karachi,Sindh,DHA Defence,House,4.0,1.5,rental
24.82163811,67.07169342,95833.33,105000.0,27000,190000,8389.47,6500.0,6,14.03,Karachi,Sindh,DHA Defence,Flat,2.83,2.5,rental
24.821639,67.071691,126663.04,115000.0,17000,325000,8770.97,7000.0,368,17.26,Karachi,Sindh,DHA Defence,Upper Portion,3.25,3.0,rental
24.822217,67.046129,32000.0,32000.0,32000,32000,5000.0,5000.0,1,6.4,Karachi,Sindh,Gizri Road,Lower Portion,4.0,2.0,rental
24.822431,67.120033,24142.86,25000.0,22000,25000,4995.59,4901.96,7,4.86,Karachi,Sindh,Korangi,Flat,1.86,1.71,rental
24.82249832,67.03256989,130000.0,130000.0,130000,130000,10833.33,10833.33,1,12.0,Karachi,Sindh,Clifton,Lower Portion,3.0,3.0,rental
24.822535,67.084572,16000.0,16000.0,16000,16000,4000.0,4000.0,1,4.0,Karachi,Sindh,Qayyumabad,Flat,2.0,1.0,rental
24.822964,67.112768,71000.0,70000.0,32000,160000,4409.33,4000.0,15,17.37,Karachi,Sindh,Korangi,Upper Portion,2.8,3.07,rental
24.822964,67.11277,67500.0,67500.0,65000,70000,4218.75,4218.75,2,16.0,Karachi,Sindh,Korangi,Upper Portion,3.5,3.5,rental
24.82337996,67.03760594,75000.0,75000.0,75000,75000,9868.42,9868.42,1,7.6,Karachi,Sindh,Clifton,Flat,3.0,3.0,rental
24.823597,67.061865,51666.67,35000.0,30000,105000,7125.4,8064.52,9,7.79,Karachi,Sindh,DHA Defence,Flat,1.56,1.67,rental
24.823597,67.06187,70000.0,70000.0,70000,70000,7865.17,7865.17,1,8.9,Karachi,Sindh,DHA Defence,Flat,3.0,3.0,rental
24.82363676,67.07653103,50000.0,50000.0,50000,50000,12500.0,12500.0,1,4.0,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.823704,67.08307,15000.0,15000.0,15000,15000,2500.0,2500.0,1,6.0,Karachi,Sindh,Qayyumabad,Flat,3.0,3.0,rental
24.823782,67.039905,247500.0,245000.0,200000,325000,15726.19,16785.71,18,16.33,Karachi,Sindh,Zamzama,House,3.72,3.78,rental
24.823976,67.045341,190000.0,190000.0,190000,190000,7307.69,7307.69,1,26.0,Karachi,Sindh,Gizri,House,4.0,4.0,rental
24.824083,67.062112,83750.0,52500.0,30000,200000,8492.51,8413.59,4,9.32,Karachi,Sindh,DHA Defence,Flat,3.0,3.25,rental
24.82409286,67.06140137,190000.0,190000.0,190000,190000,15833.33,15833.33,1,12.0,Karachi,Sindh,DHA Defence,House,4.0,5.0,rental
24.824093,67.0614,178333.33,200000.0,135000,200000,11915.95,13888.89,3,17.47,Karachi,Sindh,DHA Defence,House,4.0,4.67,rental
24.824093,67.061405,122724.49,110000.0,28000,325000,10192.99,8333.33,196,13.7,Karachi,Sindh,DHA Defence,House,3.1,2.68,rental
24.824911,67.08101,15500.0,15500.0,15000,16000,4843.75,4843.75,2,3.2,Karachi,Sindh,Qayyumabad,Flat,2.0,1.5,rental
24.825027,67.03158,80000.0,80000.0,70000,90000,9197.1,9197.1,2,8.7,Karachi,Sindh,Clifton,Flat,3.5,3.5,rental
24.82502747,67.03157806,107500.0,107500.0,65000,150000,10110.89,10110.89,2,10.2,Karachi,Sindh,Clifton,Flat,3.5,4.0,rental
24.825028,67.031579,92846.94,75000.0,30000,300000,10789.13,10000.0,98,8.46,Karachi,Sindh,Clifton,Flat,2.54,2.64,rental
24.82512313,67.07646507,120000.0,120000.0,120000,120000,6000.0,6000.0,1,20.0,Karachi,Sindh,DHA Defence,Upper Portion,4.0,5.0,rental
24.82554533,67.02773139,85000.0,85000.0,85000,85000,8673.47,8673.47,1,9.8,Karachi,Sindh,Clifton,Flat,0.0,0.0,rental
24.825807,67.080753,17500.0,17500.0,15000,20000,2843.75,2843.75,2,11.6,Karachi,Sindh,Qayyumabad,Flat,2.5,1.5,rental
24.82588526,67.05871221,38000.0,38000.0,38000,38000,9500.0,9500.0,1,4.0,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.82593125,67.02772518,45000.0,45000.0,45000,45000,10227.27,10227.27,1,4.4,Karachi,Sindh,Clifton,Flat,0.0,0.0,rental
24.82593373,67.03040224,85000.0,85000.0,85000,85000,9550.56,9550.56,1,8.9,Karachi,Sindh,Clifton,Flat,0.0,0.0,rental
24.826208,67.3546,25333.33,30000.0,11000,35000,3258.33,3437.5,3,136.0,Karachi,Sindh,Bin Qasim Town,Farm House,2.0,3.0,rental
24.826235,67.108905,23857.14,20000.0,8000,50000,7223.92,5882.35,7,3.24,Karachi,Sindh,Korangi,Flat,1.43,0.86,rental
24.826385,67.04568,23000.0,23000.0,23000,23000,5750.0,5750.0,1,4.0,Karachi,Sindh,P & T Colony,Flat,3.0,2.0,rental
24.8263855,67.04567719,26000.0,26000.0,26000,26000,6500.0,6500.0,1,4.0,Karachi,Sindh,P & T Colony,Flat,3.0,2.0,rental
24.826386,67.045677,32750.0,23500.0,18000,100000,6397.17,5744.05,8,4.82,Karachi,Sindh,P & T Colony,Flat,2.38,2.0,rental
24.826391,67.029555,57500.0,57500.0,50000,65000,7999.62,7999.62,2,7.25,Karachi,Sindh,Clifton,Flat,3.0,3.0,rental
24.826625,67.037923,130206.9,100000.0,50000,300000,12750.35,11306.82,58,10.28,Karachi,Sindh,Clifton,Flat,2.93,2.91,rental
24.827042,67.105828,12000.0,12000.0,12000,12000,6666.67,6666.67,2,1.8,Karachi,Sindh,Korangi,Flat,2.0,1.0,rental
24.827153,67.043722,75000.0,75000.0,75000,75000,10261.87,10261.87,2,7.55,Karachi,Sindh,Cantt,Flat,3.0,3.0,rental
24.82717014,67.0567701,250000.0,250000.0,250000,250000,20833.33,20833.33,1,12.0,Karachi,Sindh,DHA Defence,House,5.0,5.0,rental
24.827404,67.07865,12000.0,12000.0,12000,12000,6315.79,6315.79,1,1.9,Karachi,Sindh,Qayyumabad,Flat,1.0,1.0,rental
24.828138,67.110438,12000.0,12000.0,12000,12000,6000.0,6000.0,1,2.0,Karachi,Sindh,Korangi,Flat,2.0,1.0,rental
24.82829645,67.05509153,45000.0,45000.0,45000,45000,10714.29,10714.29,1,4.2,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.82865,67.023461,55000.0,55000.0,55000,55000,6875.0,6875.0,1,8.0,Karachi,Sindh,Clifton,Flat,3.0,3.0,rental
24.82865,67.103448,30000.0,30000.0,30000,30000,6250.0,6250.0,1,4.8,Karachi,Sindh,Korangi,Upper Portion,3.0,3.0,rental
24.829429,67.11942,27000.0,27000.0,27000,27000,5625.0,5625.0,1,4.8,Karachi,Sindh,Korangi,Upper Portion,0.0,0.0,rental
24.82960575,67.06901662,35000.0,35000.0,35000,35000,6603.77,6603.77,1,5.3,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.829858,67.072345,38000.0,37500.0,32000,45000,8664.24,8452.38,8,4.4,Karachi,Sindh,DHA Defence,Flat,1.5,1.88,rental
24.829859,67.07234,37000.0,37000.0,37000,37000,8809.52,8809.52,1,4.2,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.830013,67.024791,50000.0,50000.0,45000,55000,10813.68,10813.68,2,4.65,Karachi,Sindh,Clifton,Flat,2.0,2.5,rental
24.830149,67.036327,135000.0,135000.0,135000,135000,33750.0,33750.0,1,4.0,Karachi,Sindh,DHA Defence,House,4.0,0.0,rental
24.83037376,67.05004334,18000.0,18000.0,18000,18000,900.0,900.0,1,20.0,Karachi,Sindh,DHA Defence,Room,1.0,1.0,rental
24.83040619,67.05376434,50000.0,50000.0,50000,50000,2500.0,2500.0,1,20.0,Karachi,Sindh,DHA Defence,Room,3.0,3.0,rental
24.830948,67.047329,23625.0,18000.0,13500,45000,4943.4,4952.59,4,4.58,Karachi,Sindh,Punjab Colony,Flat,2.75,2.0,rental
24.830948,67.04733,14000.0,14000.0,14000,14000,4516.13,4516.13,1,3.1,Karachi,Sindh,Punjab Colony,Flat,2.0,2.0,rental
24.83096727,67.06994157,42000.0,42000.0,42000,42000,10500.0,10500.0,1,4.0,Karachi,Sindh,DHA Defence,Flat,2.0,2.0,rental
24.831102,67.113656,12000.0,12000.0,12000,12000,2500.0,2500.0,1,4.8,Karachi,Sindh,Korangi,Upper Portion,3.0,3.0,rental
24.83114243,67.02676392,166666.67,170000.0,130000,200000,15211.64,15740.74,3,10.93,Karachi,Sindh,Clifton,House,4.0,4.0,rental
24.831143,67.026765,102978.72,75000.0,45000,320000,13005.29,10000.0,47,8.66,Karachi,Sindh,Clifton,Flat,3.4,3.45,rental
24.831493,67.079122,30000.0,30000.0,30000,30000,6250.0,6250.0,1,4.8,Karachi,Sindh,Royal Defence Tower,House,2.0,2.0,rental
24.831727,67.043931,23833.33,22500.0,9000,35000,7071.01,5733.41,18,4.11,Karachi,Sindh,Delhi Colony,Flat,2.5,2.28,rental
24.83179,67.124895,10000.0,10000.0,10000,10000,3333.33,3333.33,1,3.0,Karachi,Sindh,Korangi,House,2.0,1.0,rental
24.832015,67.040252,96666.67,100000.0,90000,100000,7203.37,9183.67,3,34.23,Karachi,Sindh,Clifton,Flat,3.0,3.67,rental
